,index,file,date,bathym_mean,bathym_q25,bathym_q10,milemarker,segment_id,water_elev,geometry,bathym_fixing,bathym_fixed,depth,year
18,859,LM_13_OZE_20150422_CS_5794_5810_w_datum.gpkg,2015-04-22 00:00:00+00:00,-72.31730651855469,-78.25885391235352,-84.27999649047851,580.0,54,102.44198307773664,"POLYGON ((-91.12313923491372 33.76051365159818, -91.09342585881606 33.76051365159818, -91.09342585881606 33.790281081693905, -91.12313923491372 33.790281081693905, -91.12313923491372 33.76051365159818))",72.31730651855469,72.31730651855469,30.12467655918195,2015
19,860,LM_13_OZE_20150423_CS_5732_5792_w_datum.gpkg,2015-04-23 00:00:00+00:00,-63.4707145690918,-74.27100372314453,-82.45099639892578,577.0,54,101.9474352194606,"POLYGON ((-91.1836999476573 33.69937983067606, -91.11763851446959 33.69937983067606, -91.11763851446959 33.76882658948117, -91.1836999476573 33.76882658948117, -91.1836999476573 33.69937983067606))",63.4707145690918,63.4707145690918,38.476720650368804,2015
20,861,LM_13_OZE_20150424_CS_5702_5730_w_datum.gpkg,2015-04-24 00:00:00+00:00,-62.23385620117188,-67.78350067138672,-71.40299758911132,572.0,55,101.12318878900052,"POLYGON ((-91.23175682340485 33.68266386384884, -91.1853131976546 33.68266386384884, -91.1853131976546 33.71143878894229, -91.23175682340485 33.71143878894229, -91.23175682340485 33.68266386384884))",62.23385620117188,62.23385620117188,38.88933258782864,2015
21,1177,LM_18_FRI_20150425_CS_6649_6690_SORT_w_datum.gpkg,2015-04-25 00:00:00+00:00,118.2427215576172,114.40750122070312,106.7874984741211,667.0,45,145.12416303400173,"POLYGON ((-90.57106753847725 34.52887603911709, -90.5372718113591 34.52887603911709, -90.5372718113591 34.58400386773009, -90.57106753847725 34.58400386773009, -90.57106753847725 34.52887603911709))",118.2427215576172,118.2427215576172,26.881441476384524,2015
22,1152,LM_17_CLD_20150428_CS_6270_6339_SORT_w_datum.gpkg,2015-04-28 00:00:00+00:00,94.98137664794922,85.72000122070312,74.02999877929688,631.0,49,127.29449907647972,"POLYGON ((-90.87583041788261 34.18533882907401, -90.81979539712663 34.18533882907401, -90.81979539712663 34.280770595321194, -90.87583041788261 34.280770595321194, -90.87583041788261 34.18533882907401))",94.98137664794922,94.98137664794922,32.313122428530505,2015
23,1153,LM_17_CLD_20150428_CS_6339_6410_SORT_w_datum.gpkg,2015-04-28 00:00:00+00:00,102.6536636352539,97.78750228881836,87.3864974975586,636.0,48,129.8506979667226,"POLYGON ((-90.83007228092589 34.2678295683965, -90.73192882097398 34.2678295683965, -90.73192882097398 34.3251227685616, -90.83007228092589 34.3251227685616, -90.83007228092589 34.2678295683965))",102.6536636352539,102.6536636352539,27.1970343314687,2015
24,862,LM_13_OZE_20150429_CS_5676_5700_w_datum.gpkg,2015-04-29 00:00:00+00:00,-67.16976165771484,-71.60849952697754,-72.18099975585938,569.0,55,100.62864093072449,"POLYGON ((-91.2329191593713 33.65415006621519, -91.20464666582073 33.65415006621519, -91.20464666582073 33.68432278231103, -91.2329191593713 33.68432278231103, -91.2329191593713 33.65415006621519))",67.16976165771484,67.16976165771484,33.45887927300964,2015
25,813,LM_12_EYB_20150430_CS_5638_5658_w_datum.gpkg,2015-04-30 00:00:00+00:00,-58.91452407836914,-64.70849990844727,-67.8567123413086,564.0,55,99.8043945002644,"POLYGON ((-91.17892632933612 33.611997339546825, -91.14646368704119 33.611997339546825, -91.14646368704119 33.6536315121556, -91.17892632933612 33.6536315121556, -91.17892632933612 33.611997339546825))",58.91452407836914,58.91452407836914,40.88987042189525,2015
26,863,LM_13_OZE_20150430_CS_5658_5680_w_datum.gpkg,2015-04-30 00:00:00+00:00,-48.24589920043945,-57.58028697967529,-62.204328536987305,567.0,55,100.29894235854046,"POLYGON ((-91.20613506899795 33.64657961478079, -91.17381833228058 33.64657961478079, -91.17381833228058 33.67371925745006, -91.20613506899795 33.67371925745006, -91.20613506899795 33.64657961478079))",48.24589920043945,48.24589920043945,52.053043158101005,2015
27,723,LM_11_YBS_20150430_CS_5492_5502_w_datum.gpkg,2015-04-30 00:00:00+00:00,-73.8343276977539,-77.5076675415039,-81.10337982177734,550.0,57,95.4799073462013,"POLYGON ((-91.19788155535187 33.50175445410235, -91.17473716574008 33.50175445410235, -91.17473716574008 33.52133842343072, -91.19788155535187 33.52133842343072, -91.19788155535187 33.50175445410235))",73.8343276977539,73.8343276977539,21.645579648447395,2015
28,724,LM_11_YBS_20150501_CS_5446_5490_w_datum.gpkg,2015-05-01 00:00:00+00:00,-73.32671356201172,-76.76433181762695,-82.99099731445312,547.0,57,93.87431077031552,"POLYGON ((-91.18469627733238 33.45887208185233, -91.11305781739041 33.45887208185233, -91.11305781739041 33.51194032570601, -91.18469627733238 33.51194032570601, -91.18469627733238 33.45887208185233))",73.32671356201172,73.32671356201172,20.5475972083038,2015
29,814,LM_12_EYB_20150501_CS_5592_5636_w_datum.gpkg,2015-05-01 00:00:00+00:00,-60.22125244140625,-71.81600570678711,-76.91199493408203,561.0,56,99.30984664198836,"POLYGON ((-91.16854117796984 33.57666777361737, -91.12708463754505 33.57666777361737, -91.12708463754505 33.633851476898194, -91.16854117796984 33.633851476898194, -91.16854117796984 33.57666777361737))",60.22125244140625,60.22125244140625,39.08859420058211,2015
